"symbol","previousClose","open","dividendYield","dividendPerShare","dividendPayDate","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","1YrTargetPrice","daysValueChange","pricePaid","holdingsGainPercent","annualizedGain","holdingsGain","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","epsEstimateNextYear","epsEstimateNextQuarter","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio","tickerTrend","holdingsValue"
"MYX",1.28,1.29,,,,"10/25/2010",-0.03,-0.027200000000000002,"2017-01-30",1.23,1.29,1.25,,,,,,,2.11,1.06,1010000000,,"ASX",8203710,0.05,0.08,,0,0.45,64959999.99999999,3.89,2.86,27.17,0.99,15.62,13.89,"0.00",,
"MZI",0.28,0.28,,,,,0,0.0182,"2017-01-30",0.28,0.28,0.28,,,,,,,0.4,0.21,57080000,,"ASX",79072,-0.17,-0.04,,0,0.13,-7890000,3.23,2.1,,0,,4,"0.00",,
"MZN",0.027,0.026,,,,,0,0,"2017-01-30",0.026,0.027,0.027,,,,,,,0.033,0.005,31460000,,"ASX",3999788,-0.004,,,0,0.006,-3290000,819.359,4.5,,0,,,"0.000",,
"NAB",30.68,30.59,9.2,2.12,,"11/4/2016",-0.14,-0.0046,"2017-01-30",30.25,30.65,30.54,,,,,,,32.1,23.82,80850000000,,"ASX",2607774,0.16,2.4,,0,19.01,"0.00",4.69,1.61,197.03,5.89,12.72,12.52,"0.00",,
"NAC",1.13,1.14,,,,"4/19/2016",0.01,0.0088,"2017-01-30",1.14,1.14,1.14,,,,,,,1.22,0.95,33509999.999999996,,"ASX",130855,0.17,,,0,1.14,"0.00",4.37,0.99,6.59,0,,,"0.00",,
"NAE",0.031,0.031,,,,,0.001,0.03226,"2017-01-30",0.03,0.033,0.032,,,,,,,0.041,0.003,10990000,,"ASX",3263807,0,,,0,0.016,"8827.00",11.271,1.937,,0,,,"0.000",,
"NAN",3.04,3.02,,,,,-0.07,-0.023,"2017-01-30",2.97,3.02,2.97,,,,,,,3.6,1.72,878920000,,"ASX",520860,0,0.05,,0,0.19,"792999.00",21.02,15.92,,0.11,59.4,33,"0.00",,
"NBL",1.47,1.47,,,,"3/7/2014",0,0.0034000000000000002,"2017-01-30",1.47,1.47,1.47,,,,,,,1.89,0.71,57450000,,"ASX",48322,0.06,-0.01,,0,0.31,5480000,0.53,4.79,24.1,0,,,"0.00",,
"NCC",1.35,1.34,,,,"3/24/2015",0.01,0.0074,"2017-01-30",1.33,1.36,1.36,,,,,,,1.43,0.88,,,"ASX",97627,0.17,,,0,0,"0.00",,,,0,,,"0.00",,
"NCK",6.56,6.56,,,,"2/29/2016",0.04,0.0060999999999999995,"2017-01-30",6.55,6.65,6.6,,,,,,,6.65,3.93,534600000,,"ASX",137711,0.32,0.39,,0,0.71,39540000,2.62,9.19,20.43,0.83,16.92,15.35,"0.00",,
"NCM",21.18,21.21,0.96,0.15,,"9/21/2016",0.27,0.0127,"2017-01-30",21.21,21.49,21.45,,,,,,,27.2,12.64,16420000000.000002,,"ASX",2047253,0.43,0.74,,0,9.2,1330000000,4.92,2.3,49.88,0.61,28.99,23.57,"0.00",,
"NDO",0.07,0.072,,,,,0.002,0.02857,"2017-01-30",0.072,0.072,0.072,,,,,,,0.233,0.045,3150000,,"ASX",2840,-0.948,0,,0,0.704,4190000.0000000005,0.072,0.099,,0,,,"0.000",,
"NDQ",11.86,11.9,,,,,-0.11,-0.009300000000000001,"2017-01-30",11.75,11.9,11.75,,,,,,,12.01,9.6,,,"ASX",3602,,,,0,0,,,,,0,,,,,
"NEA",0.605,0.61,,,,"10/14/2008",0,0,"2017-01-30",0.605,0.62,0.605,,,,,,,0.965,0.325,215530000,,"ASX",331384,-0.02,0,,0,0.052,-4110000.0000000005,6.979,11.635,,0,,60.5,"0.000",,
"NEC",1.03,1.02,,,,"9/5/2016",-0.005,-0.00485,"2017-01-30",1.015,1.03,1.025,,,,,,,1.7,0.845,890390000,,"ASX",1015247,0.369,0.12,,0,1.42,149630000,0.696,0.725,2.778,-1.34,8.542,8.542,"0.000",,
"NEN",0.22,0.22,,,,,0,0,"2017-01-30",0.22,0.22,0.22,,,,,,,0.33,0.2,11480000,,"ASX",116117,0.01,0,,0,0.38,1160000,9.63,0.59,14.67,0,,,"0.00",,
"NEU",0.068,0.069,,,,,0.003,0.04412,"2017-01-30",0.068,0.071,0.071,,,,,,,0.13,0.041,125460000,,"ASX",3852678,-0.009,-0.01,,0,0.004,-17130000,538.817,17,,0,,7.1,"0.000",,
"NGE",0.39,0.39,,,,,0,0,"2017-01-30",0.39,0.39,0.39,,,,,,,0.52,0.34,16649999.999999998,,"ASX",74504,-0.95,0,,0,0.45,"-368999.00",13.54,0.86,,0,,,"0.00",,
"NHC",1.64,1.64,3.61,0.04,,"10/17/2016",-0.01,-0.0091,"2017-01-30",1.62,1.65,1.63,,,,,,,2.13,1.21,1350000000,,"ASX",52370,-0.06,0.15,,0,2.11,80400000,2.57,0.78,,0.82,10.87,10.19,"0.00",,
"NHF",4.62,4.62,,,,"9/8/2016",-0.05,-0.0108,"2017-01-30",4.55,4.62,4.57,,,,,,,5.05,3.18,2000000000,,"ASX",196996,0.21,0.24,,0,0.88,148360000,1.07,5.23,21.56,2.6,19.04,17.58,"0.00",,
"NHL",0.036,0.036,,,,,0,0,"2017-01-30",0.036,0.036,0.036,,,,,,,0.061,0.036,,,"ASX",32937,,,,0,0,"0.00",,,,0,,,"0.000",,
"NIU",0.007,0.006,,,,"9/17/2008",-0.001,-0.14286,"2017-01-30",0.006,0.007,0.006,,,,,,,0.009,0.001,8850000,,"ASX",5051429,-0.001,,,0,0.002,-1110000,9.298,3.5,,0,,,"0.000",,
"NML",0.046,0.045,,,,,-0.002,-0.04348,"2017-01-30",0.042,0.046,0.044,,,,,,,0.081,0.01,4760000,,"ASX",651739,-0.028,,,0,0.04,"-401226.00",,1.15,,0,,,"0.000",,
"NMM",0.115,0.125,,,,,0.01,0.08696,"2017-01-30",0.125,0.125,0.125,,,,,,,0.155,0.02,15720000,,"ASX",35000,-0.008,,,0,0.011,"0.00",3061.844,10.455,,0,,,"0.000",,
"NMT",0.4,0.39,,,,,-0.01,-0.0127,"2017-01-30",0.38,0.4,0.39,,,,,,,0.52,0.16,218040000,,"ASX",858480,0.16,,,0,0.16,-5080000,,2.47,2.5,0,,,"0.00",,
"NOR",0.028,0.028,,,,,0,0,"2017-01-30",0.028,0.028,0.028,,,,,,,0.074,0.019,27130000,,"ASX",2223085,-0.02,0,,0,0.003,-16649999.999999998,35.956,9.333,,0,,,"0.000",,
"NOV",0.17,0.17,,,,,0,0,"2017-01-30",0.17,0.17,0.17,,,,,,,0.26,0.1,15790000,,"ASX",56904,-0.09,,,0,0.05,-4480000,4.08,3.47,,0,,,"0.00",,
"NOX",0.57,0.57,,,,,0,-0.0087,"2017-01-30",0.55,0.57,0.57,,,,,,,0.89,0.13,42850000,,"ASX",27634,-0.04,,,0,0,-1050000,,,,0,,,"0.00",,
"NRT",0.085,0.088,,,,,0.001,0.01176,"2017-01-30",0.086,0.088,0.086,,,,,,,0.145,0.079,36960000,,"ASX",44603,-0.028,-0.05,,0,0.079,-11720000,11.164,1.076,,0,,,"0.000",,
"NSL",0.036,0.037,,,,,0.001,0.02778,"2017-01-30",0.036,0.037,0.037,,,,,,,0.051,0.006,60200000,,"ASX",1747408,-0.006,,,0,0.002,-2230000,,18,,0,,,"0.000",,
"NSR",1.455,1.445,,,,"6/29/2016",-0.02,-0.01375,"2017-01-30",1.43,1.45,1.435,,,,,,,1.944,1.347,482770000,,"ASX",790381,-0.001,,,0,0.099,49650000,6.019,14.697,,0,,,"0.000",,
"NST",3.75,3.79,2.98,0.09,,"9/27/2016",0.1,0.026699999999999998,"2017-01-30",3.77,3.89,3.85,,,,,,,5.89,2.87,2310000000,,"ASX",5636204,0.25,0.34,,0,0.75,392370000,2.87,4.98,15.34,0.46,11.32,7.7,"0.00",,
"NTC",1.92,1.92,,,,"12/17/2010",-0.04,-0.023399999999999997,"2017-01-30",1.85,1.93,1.88,,,,,,,3.4,1.65,275100000,,"ASX",90275,0.01,0,,0,0.53,3220000,3.31,3.65,125.33,0,,11.75,"0.00",,
"NTI",0.34,0.34,,,,,-0.02,-0.044800000000000006,"2017-01-30",0.32,0.34,0.32,,,,,,,0.56,0.23,15980000,,"ASX",26196,-0.12,,,0,0.03,-3460000,66.03,11.55,,0,,,"0.00",,
"NTM",0.061,0.061,,,,,0,0,"2017-01-30",0.061,0.061,0.061,,,,,,,0.088,0.006,13080000,,"ASX",76470,-0.005,,,0,0.013,"-387813.00",781.209,4.692,,0,,,"0.000",,
"NTU",0.125,0.12,,,,,-0.01,-0.08,"2017-01-30",0.115,0.12,0.115,,,,,,,0.175,0.057,57290000,,"ASX",406789,-0.014,-0.01,,0,-0.002,-5730000,546.534,,,0,,,"0.000",,
"NUF",9.06,8.99,,,,"10/13/2016",-0.06,-0.0066,"2017-01-30",8.87,9.02,9,,,,,,,9.67,6.3,2390000000,,"ASX",494543,0.06,0.51,,0,5.81,342110000,0.86,1.56,147.54,0.83,17.65,14.52,"0.00",,
"NUH",0.11,0.11,,,,,0,0,"2017-01-30",0.11,0.12,0.11,,,,,,,0.14,0.03,,,"ASX",2243767,,,,0,0,"0.00",,,,0,,,"0.00",,
"NVL",2.17,2.11,,,,,-0.08,-0.0369,"2017-01-30",2.09,2.11,2.09,,,,,,,2.2,1.1,106970000,,"ASX",439949,0.03,0.12,,0,0.82,7680000,2.51,2.65,83.6,0,17.42,14.93,"0.00",,
"NVO",0.06,0.061,,,,,0.001,0.01667,"2017-01-30",0.061,0.061,0.061,,,,,,,0.14,0.058,22950000,,"ASX",75000,-0.024,,,0,0.021,"0.00",,2.857,,0,,,"0.000",,
"NVT",4.78,4.75,5.83,0.21,,"8/31/2016",-0.06,-0.0126,"2017-01-30",4.66,4.77,4.72,,,,,,,6.05,4.51,1750000000,,"ASX",518936,0.24,0.24,,0,0.56,166800000,1.76,8.51,19.67,2.21,19.67,17.48,"0.00",,
"NWE",0.003,0.003,,,,,0,0,"2017-01-30",0.003,0.003,0.003,,,,,,,0.004,0.002,6150000,,"ASX",45000,-0.001,0,,0,0.002,-1530000,,1.5,,0,,,"0.000",,
"NWH",0.74,0.74,,,,"10/8/2014",-0.01,-0.013500000000000002,"2017-01-30",0.72,0.75,0.73,,,,,,,0.79,0.04,203590000,,"ASX",245144,0.08,0.07,,0,0.54,40810000,0.72,1.38,9.48,-0.28,10.43,8.11,"0.00",,
"NWS",16.64,16.4,,,,,-0.07,-0.0042,"2017-01-30",16.39,16.63,16.57,,,,,,,19.96,14.76,9630000000,,"ASX",84162,-0.02,0.48,,0.09,19.83,655000000,1.17,0.84,,4.8,34.52,32.49,"0.00",,
"NWSLV",16.16,16.16,,,,"3/5/2014",0.09,0.005600000000000001,"2017-01-30",16.16,16.28,16.25,,,,,,,19.24,14.41,9450000000,,"ASX",1764,-0.02,,,0,19.83,655000000,1.14,0.81,,0,,,"0.00",,
"NWZ",0.004,0.004,,,,,0,0,"2017-01-30",0.004,0.004,0.004,,,,,,,0.036,0.002,5800000,,"ASX",2150000,-0.023,,,0,0.007,-10950000,2.088,0.571,,0,,,"0.000",,
"NXT",3.35,3.3,,,,,-0.17,-0.0507,"2017-01-30",3.15,3.3,3.18,,,,,,,4.46,2.26,777840000,,"ASX",1929871,0.01,0.05,,0,1.36,26720000,9.18,2.46,397.5,0.55,63.6,63.6,"0.00",,
"NZK",1.33,1.31,,,,,-0.03,-0.0226,"2017-01-30",1.3,1.31,1.3,,,,,,,1.4,1,32850000,,"ASX",21358,0.07,,,0,1.06,-12880000,0.41,1.25,17.81,0,,,"0.00",,
"NZM",0.66,0.66,,,,"10/13/2016",-0.015,-0.02273,"2017-01-30",0.645,0.66,0.645,,,,,,,0.915,0.46,126430000,,"ASX",180202,0.219,,,0,1.031,90310000,0.275,0.64,2.945,0,,,"0.000",,
"OBJ",0.073,0.073,,,,,-0.006,-0.08219,"2017-01-30",0.067,0.073,0.067,,,,,,,0.105,0.055,118920000,,"ASX",3712130,-0.002,,,0,0.004,-3460000,85.152,18.25,,0,,,"0.000",,
"OCC",0.465,0.465,,,,,-0.03,-0.06452,"2017-01-30",0.435,0.465,0.435,,,,,,,0.55,0.28,39790000,,"ASX",238215,-0.043,,,0,0.053,-5250000,63.823,8.774,,0,,,"0.000",,
"OCL",2.19,2.15,,,,"9/6/2016",-0.04,-0.0183,"2017-01-30",2.15,2.15,2.15,,,,,,,2.15,1.3,196000000,,"ASX",1805,0.06,0.1,,0,0.2,6570000,3.98,11.12,37.72,0.68,21.5,17.92,"0.00",,
"OEC",0.82,0.83,,,,,0,-0.0060999999999999995,"2017-01-30",0.82,0.83,0.82,,,,,,,0.96,0.45,61770000,,"ASX",45200,0.03,0.04,,0,0.4,-7520000,5.34,2.04,30.37,0,20.5,7.45,"0.00",,
"OEL",0.04,0.038,0,0,,,-0.001,-0.025,"2017-01-30",0.038,0.039,0.039,,,,,,,0.063,0.018,46090000,,"ASX",307521,-0.017,-0.01,,0,0.019,-19980000,1.745,2.105,,0,,,"0.000",,
"OEX",0.008,0.007,,,,,-0.001,-0.125,"2017-01-30",0.007,0.007,0.007,,,,,,,0.022,0.006,8260000,,"ASX",34801,-0.032,0,,0,0.008,-14200000,21.167,1,,0,,,"0.000",,
"OFX",1.74,1.72,,,,"6/9/2016",-0.065,-0.037360000000000004,"2017-01-30",1.67,1.735,1.675,,,,,,,3.25,1.34,407790000,,"ASX",537181,0.083,0.1,,0,0.228,29750000,3.735,7.632,20.181,1.83,16.75,12.885,"0.000",,
"OGC",4.27,4.27,,,,"3/11/2005",0.01,0.0023,"2017-01-30",4.19,4.32,4.28,,,,,,,5.79,2.8,2620000000,,"ASX",389887,0.19,0.2,,0,2.16,273640000,4.18,1.97,22.77,0.56,21.4,14.27,"0.00",,
"OIL",0.054,0.054,,,,,-0.001,-0.018520000000000002,"2017-01-30",0.053,0.054,0.053,,,,,,,0.062,0.02,16510000.000000002,,"ASX",243816,-0.006,,,0,-0.003,-2360000,54.302,,,0,,,"0.000",,
"OKU",0.12,0.12,,,,,-0.005,-0.04167,"2017-01-30",0.115,0.12,0.115,,,,,,,0.25,0.065,27660000,,"ASX",195343,-0.007,,,0,0.092,"0.00",,1.304,,0,,,"0.000",,
"OML",4.5,4.5,,,,"8/29/2016",-0.04,-0.0089,"2017-01-30",4.46,4.52,4.46,,,,,,,5.88,3.72,669650000,,"ASX",89237,0.13,0.24,,0,1.69,65190000,2.23,2.67,35.4,0.94,18.58,15.38,"0.00",,
"ONE",6.49,6.5,,,,,0.01,0.0015,"2017-01-30",6.5,6.5,6.5,,,,,,,7.28,3.55,352920000,,"ASX",39246,-0.32,-0.29,,0,0.88,-13770000,50.7,7.34,,0,,,"0.00",,
"ONT",7.63,7.63,,,,"3/9/2016",-0.12,-0.015700000000000002,"2017-01-30",7.51,7.63,7.51,,,,,,,7.9,6.55,177820000,,"ASX",321,0.32,0.35,,0,1.45,12730000,4.96,5.25,23.32,2.48,21.46,19.26,"0.00",,
"OOK",0.025,0.026,,,,,0.001,0.04,"2017-01-30",0.026,0.027,0.026,,,,,,,0.041,0.019,5460000,,"ASX",1211866,0.071,,,0,0.014,"0.00",276.146,1.786,0.366,0,,,"0.000",,
"OPG",0.505,0.505,,,,"9/12/2016",0,0,"2017-01-30",0.505,0.505,0.505,,,,,,,0.625,0.42,48690000,,"ASX",10986,0.146,,,0,0.263,11920000,0.43,1.92,3.459,0,,,"0.000",,
"OPN",0.13,0.13,,,,,0,0,"2017-01-30",0.13,0.13,0.13,,,,,,,0.18,0.12,,,"ASX",3900,,,,0,0,"0.00",,,,0,,,"0.00",,
"OPT",0.85,0.85,,,,"10/11/2004",0.01,0.0118,"2017-01-30",0.85,0.86,0.86,,,,,,,0.92,0.3,129180000,,"ASX",141855,-0.04,-0.05,,0,0.1,-7720000,378.13,8.5,,0,,,"0.00",,
"ORA",2.93,2.88,,,,"2/29/2016",-0.11,-0.0375,"2017-01-30",2.82,2.9,2.82,,,,,,,3.18,2.14,3360000000,,"ASX",5753319,0.14,0.15,,0,1.26,374300000,0.91,2.33,20.29,3.05,18.8,17.62,"0.00",,
"ORE",4.77,4.59,,,,,-0.33,-0.0692,"2017-01-30",4.42,4.68,4.44,,,,,,,5.05,2.18,930090000,,"ASX",2760254,-0.12,0.08,,0,0.91,-10850000,64.35,5.24,,-4.08,55.5,31.71,"0.00",,
"ORG",7.34,7.23,0,0,,"2/23/2016",-0.09,-0.0123,"2017-01-30",7.19,7.3,7.25,,,,,,,7.41,3.5,12710000000,,"ASX",4013970,-0.37,0.29,,0,8.27,1250000000,1.08,0.89,,0.85,25,13.68,"0.00",,
"ORI",19.25,19.01,3.36,0.43,,"11/10/2016",-0.22,-0.011399999999999999,"2017-01-30",18.99,19.17,19.03,,,,,,,19.23,12.04,7130000000,,"ASX",1139888,0.92,1.04,,0,7.42,801400000,1.42,2.59,20.68,3.55,18.3,16.84,"0.00",,
"ORL",1.78,1.78,,,,"4/5/2016",0.015,0.00843,"2017-01-30",1.78,1.8,1.795,,,,,,,2.92,1.61,73080000,,"ASX",28075,0.084,0.11,,0,0.877,10960000,0.531,2.03,21.369,1.84,16.318,9.972,"0.000",,
"ORN",0.02,0.02,,,,,-0.001,-0.05,"2017-01-30",0.019,0.02,0.019,,,,,,,0.031,0.01,9030000,,"ASX",270631,-0.007,,,0,0.011,-2260000,21.606,1.818,,0,,,"0.000",,
"ORR",0.54,0.54,,,,,-0.01,-0.009300000000000001,"2017-01-30",0.53,0.55,0.53,,,,,,,0.74,0.1,91910000,,"ASX",443049,-0.03,-0.03,,0,0.11,-3760000,1911.87,4.95,,0,,,"0.00",,
"OSH",7,6.95,0.9,0.05,,"9/6/2016",-0.06,-0.0086,"2017-01-30",6.88,6.97,6.94,,,,,,,7.74,5.95,10570000000,,"ASX",3851235,-0.16,0.08,,0,3.07,849930000,8.18,2.28,,8.68,86.75,31.55,"0.00",,
"OSL",0.105,0.105,,,,,0,0,"2017-01-30",0.105,0.11,0.105,,,,,,,0.25,0.08,48770000,,"ASX",407541,-0.012,-0.02,,0,0.032,-5010000,12.71,3.281,,0,,,"0.000",,
"OSP",0.42,0.44,,,,,0.03,0.07139999999999999,"2017-01-30",0.44,0.45,0.45,,,,,,,0.51,0.19,69380000,,"ASX",229993,-0.08,-0.05,,0,0.04,-11960000,195.74,10.77,,0,,,"0.00",,
"OTW",2.45,2.5,,,,,0.1,0.0408,"2017-01-30",2.5,2.55,2.55,,,,,,,3.2,1.05,110930000,,"ASX",8240,0.07,0.1,,0,0.37,5390000,4.47,6.6,34.46,0.72,25.5,18.21,"0.00",,
"OVH",0.56,0.56,,,,,0.025,0.044640000000000006,"2017-01-30",0.56,0.585,0.585,,,,,,,0.857,0.5,113000000,,"ASX",163120,-0.022,0.01,,0,0.191,-3070000,4.037,2.932,,0,58.5,29.25,"0.000",,
"OVL",0.022,0.02,,,,,-0.001,-0.04545,"2017-01-30",0.02,0.021,0.021,,,,,,,0.028,0.005,14100000,,"ASX",3047924,-0.003,,,0,0,-1150000,275.949,,,0,,,"0.000",,
"OVN",0.7,0.7,,,,,0,0,"2017-01-30",0.7,0.7,0.7,,,,,,,1,0.58,50400000,,"ASX",15305,-0.05,,,0,0.04,-2240000,93.31,17.5,,0,,,"0.00",,
"OVR",0.01,0.009,,,,,-0.001,-0.1,"2017-01-30",0.009,0.009,0.009,,,,,,,0.013,0.004,3190000,,"ASX",4275000,-0.002,,,0,0.007,"-303265.00",,1.429,,0,,,"0.000",,
"OZG",0.175,0.175,,,,,0,0,"2017-01-30",0.175,0.175,0.175,,,,,,,0.175,0.11,,,"ASX",650000,0.002,,,0,0,"0.00",,,,0,,,"0.000",,
"OZL",9.16,9.16,2.3,0.15,,"2/22/2016",-0.08,-0.0087,"2017-01-30",8.99,9.21,9.08,,,,,,,9.32,3.68,2750000000,,"ASX",1269866,0.36,0.35,,0,7.57,510100000,3.13,1.21,25.51,-1.08,25.94,21.12,"0.00",,
"PAA",0.052,0.053,,,,,-0.001,-0.01923,"2017-01-30",0.051,0.053,0.051,,,,,,,0.159,0.048,4720000,,"ASX",249628,-0.042,,,0,0.054,-1740000,1.77,0.963,,0,,,"0.000",,
"PAC",5.24,5.25,,,,"9/6/2016",0.01,0.0019,"2017-01-30",5.23,5.27,5.25,,,,,,,7.18,3.48,147660000,,"ASX",24324,-1.72,0.42,,0,6.66,"465573.00",26.3,0.79,,1.18,12.5,10.71,"0.00",,
"PAF",0.94,0.94,,,,"9/14/2016",0,0,"2017-01-30",0.94,0.94,0.94,,,,,,,0.98,0.83,,,"ASX",21380,,,,0,0,"0.00",,,,0,,,"0.00",,
"PAI",0.925,0.915,,,,,-0.02,-0.02162,"2017-01-30",0.905,0.92,0.905,,,,,,,1,0.875,,,"ASX",294833,,,,0,0,"0.00",,,,0,,,"0.000",,
"PAK",0.115,0.115,,,,,0,0,"2017-01-30",0.115,0.115,0.115,,,,,,,0.203,0.025,13360000,,"ASX",19437,-0.008,,,0,0.029,"0.00",,3.966,,0,,,"0.000",,
"PAN",0.27,0.25,0,0,,"3/24/2015",-0.01,-0.037000000000000005,"2017-01-30",0.25,0.26,0.26,,,,,,,0.38,0.07,111430000,,"ASX",381832,-0.43,-0.02,,0,0.24,-6030000,1.26,1.13,,-0.57,,26,"0.00",,
"PAR",0.42,0.47,,,,,0.05,0.11900000000000001,"2017-01-30",0.47,0.47,0.47,,,,,,,0.62,0.26,41270000,,"ASX",1500,-0.04,,,0,0.13,-3030000,28.58,3.28,,0,,,"0.00",,
"PBP",0.54,0.54,,,,"9/2/2016",-0.02,-0.037000000000000005,"2017-01-30",0.52,0.54,0.52,,,,,,,0.57,0.37,27520000,,"ASX",54680,0.08,0.02,,0,0.82,5840000,0.44,0.66,6.84,0,,,"0.00",,
"PBT",0.055,0.056,,,,,0.001,0.01818,"2017-01-30",0.056,0.056,0.056,,,,,,,0.15,0.042,29900000,,"ASX",238000,-0.014,,,0,0.059,-8560000,5.997,0.932,,0,,,"0.000",,
"PCH",0.006,0.006,,,,,0,0,"2017-01-30",0.006,0.006,0.006,,,,,,,0.06,0.005,1490000,,"ASX",1000000,-0.026,,,0,0.001,-2130000,8690.982,6,,0,,,"0.000",,
"PDI",0.012,0.012,,,,,0,0,"2017-01-30",0.012,0.012,0.012,,,,,,,0.024,0.002,15910000,,"ASX",200000,-0.008,,,0,0.003,"-653662.00",133.188,4,,0,,,"0.000",,
"PDN",0.13,0.13,,,,,0,0,"2017-01-30",0.12,0.13,0.13,,,,,,,0.27,0.06,222670000,,"ASX",13977246,-0.08,-0.02,,-0.01,0.06,-13400000,1.36,2.24,,0.07,,,"0.00",,
"PDZ",0.47,0.47,,,,"5/9/2000",-0.01,-0.0213,"2017-01-30",0.45,0.47,0.46,,,,,,,0.47,0.09,69740000,,"ASX",95579,-0.05,0,,0,0.12,-8490000,229.88,3.98,,0,,,"0.00",,
"PEA",0.7,0.7,,,,"9/6/2016",0,0,"2017-01-30",0.69,0.71,0.7,,,,,,,0.71,0.35,259070000,,"ASX",677531,0.04,0.05,,0,0.37,36900000,5.01,1.89,16.28,2.55,14,14,"0.00",,
"PEK",0.074,0.075,,,,,0.001,0.01351,"2017-01-30",0.075,0.075,0.075,,,,,,,0.086,0.042,34090000,,"ASX",80000,-0.039,-1.17,,0,0.059,-6750000,,1.254,,0,,,"0.000",,
"PEN",0.8,0.78,,,,,-0.04,-0.05,"2017-01-30",0.75,0.79,0.76,,,,,,,1,0.48,135450000,,"ASX",337211,-0.02,0,,0,0.75,-3230000,24.71,1.07,,0,,19,"0.00",,
"PEX",0.175,0.175,,,,,0,0,"2017-01-30",0.175,0.175,0.175,,,,,,,0.22,0.115,26470000,,"ASX",6495,-0.003,,,0,0.11,"-753049.00",92.602,1.591,,0,,,"0.000",,
"PEZ",0.03,0.03,,,,,0,-0.0909,"2017-01-30",0.03,0.03,0.03,,,,,,,0.06,0.02,27530000,,"ASX",90500,0,,,0,0.2,"-756500.00",0.05,0.16,,0,,,"0.00",,
"PGC",0.82,0.83,,,,"9/15/2016",-0.02,-0.030299999999999997,"2017-01-30",0.8,0.83,0.8,,,,,,,0.94,0.53,130680000,,"ASX",311412,0.06,0.06,,0,0.46,11960000,1.44,1.81,14.29,0,13.33,11.43,"0.00",,
"PGF",0.995,0.985,,,,,0,0,"2017-01-30",0.98,0.995,0.995,,,,,,,1.005,0.8,,,"ASX",129759,,,,0,0,"0.00",,,,0,,,"0.000",,
"PGH",6.68,6.62,,,,"9/1/2016",-0.1,-0.015,"2017-01-30",6.56,6.64,6.58,,,,,,,6.89,4.59,1950000000,,"ASX",360452,0.29,0.36,,0,1.24,208940000,1.44,5.37,22.85,1.46,18.28,16.05,"0.00",,
"PGI",0.077,0.077,,,,,-0.001,-0.01299,"2017-01-30",0.076,0.077,0.076,,,,,,,0.155,0.059,9630000,,"ASX",176717,0.146,,,0,0.211,37620000,0.193,0.365,0.521,0,,,"0.000",,
"PGM",0.09,0.091,,,,,0.001,0.01111,"2017-01-30",0.091,0.091,0.091,,,,,,,0.175,0.028,19130000,,"ASX",25486,-0.002,,,0,0.112,"-635007.00",57.092,0.804,,0,,,"0.000",,
"PGO",0.077,0.077,,,,,0,0,"2017-01-30",0.077,0.079,0.077,,,,,,,0.17,0.008,34790000,,"ASX",630416,-0.01,,,0,0.04,-3160000,674.795,1.925,,0,,,"0.000",,
"PGR",0.74,0.75,,,,"9/15/2016",0.02,0.034,"2017-01-30",0.75,0.78,0.76,,,,,,,0.8,0.57,103880000,,"ASX",356283,0.08,0.09,,0,0.92,23800000,0.37,0.8,9.87,0,8.44,6.91,"0.00",,
"PGS",0.004,0.004,,,,,-0.001,-0.25,"2017-01-30",0.003,0.004,0.003,,,,,,,0.006,0.002,1610000,,"ASX",204375,-0.008,,,0,0,"-494684.00",6.956,,,0,,,"0.000",,
"PGY",0.002,0.002,,,,,0,0,"2017-01-30",0.001,0.002,0.002,,,,,,,0.003,0.001,5880000,,"ASX",9500000,-0.001,,,0,0,-3230000,836.436,,,0,,,"0.000",,
"PHG",0.455,0.45,,,,"3/4/2016",0,0,"2017-01-30",0.445,0.455,0.455,,,,,,,0.47,0.2,116970000,,"ASX",94701,-0.018,0.02,,0,0.35,2770000,1.616,1.3,,0,22.75,15.167,"0.000",,
"PIC",1,1,,,,,0,0,"2017-01-30",1,1,1,,,,,,,1,0.92,252340000,,"ASX",445269,0.03,,,0,1.01,"0.00",19.58,0.99,33.33,0,,,"0.00",,
"PIL",0.014,0.016,,,,,0,0,"2017-01-30",0.014,0.016,0.014,,,,,,,0.03,0.012,12480000,,"ASX",63250,-0.014,,,0,0.002,-1390000,20.573,7,,0,,,"0.000",,
"PIO",0.019,0.018,,,,,-0.001,-0.052629999999999996,"2017-01-30",0.018,0.019,0.018,,,,,,,0.1,0.01,17870000,,"ASX",762839,-0.002,,,0,0.013,"-421765.00",,1.462,,0,,,"0.000",,
"PIQ",0.23,0.22,,,,,-0.01,-0.0435,"2017-01-30",0.22,0.22,0.22,,,,,,,0.33,0.16,11130000,,"ASX",29410,-0.03,,,0,0.02,-1320000,8.31,14.38,,0,,,"0.00",,
"PLG",0.76,0.75,,,,,0.01,0.0132,"2017-01-30",0.75,0.77,0.77,,,,,,,0.87,0.67,33730000,,"ASX",111431,0.25,0.07,,0,0.59,9250000,1.61,1.28,3.04,0,11,11,"0.00",,
