"symbol","previousClose","dividendYield","dividendPerShare","exDividendDate","change","changeInPercent","lastTradeDate","daysLow","daysHigh","lastTradePriceOnly","52WeekHigh","52WeekLow","marketCapitalization","sharesOwned","stockExchange","volume","earningsPerShare","epsEstimateCurrentYear","bookValue","ebitda","pricePerSales","pricePerBook","peRatio","pegRatio","pricePerEpsEstimateCurrentYear","pricePerEpsEstimateNextYear","shortRatio"
"ARD",0.029,,,,0,0,"2017-02-03",0.029,0.029,0.029,0.044,0.018,9230000,,"ASX",217173,-0.008,,0.002,-2089999.9999999998,,14.5,,0,,,"0.000"
"ARF",1.91,,,"9/29/2016",0.04,0.0209,"2017-02-03",1.88,1.97,1.95,2.44,1.65,452330000,,"ASX",173914,0.31,0.12,1.28,28840000,13.24,1.49,6.19,0,16.25,15,"0.00"
"ARG",7.64,,,,0.02,0.0026,"2017-02-03",7.64,7.69,7.66,7.85,7.11,5210000000,,"ASX",178325,0.32,,6.34,220200000,22.77,1.2,23.94,0,,,"0.00"
"ARS",0.1,,,,0,0,"2017-02-03",0.09,0.1,0.1,0.19,0.08,7350000,,"ASX",100000,-0.03,,0.06,-1760000,,1.72,,0,,,"0.00"
"ARU",0.08,,,,0.01,0.07139999999999999,"2017-02-03",0.08,0.09,0.09,0.09,0.04,39710000,,"ASX",2438029,-0.07,0,0.22,-3160000,98.5,0.38,,0,,,"0.00"
"ARX",0.53,,,,0,0,"2017-02-03",0.53,0.53,0.53,1,0.22,1720000,,"ASX",116,-0.39,,1.86,"-944739.00",3.4,0.28,,0,,,"0.00"
"ASB",1.73,3.73,0.04,"3/8/2016",-0.03,-0.0173,"2017-02-03",1.67,1.74,1.7,1.95,0.94,592270000,,"ASX",373961,-0.24,0.09,1.31,-105690000,0.45,1.32,,2.02,18.89,15.45,"0.00"
"ASG",2.62,,,,-0.01,-0.0038,"2017-02-03",2.56,2.62,2.61,2.66,2.25,73730000,,"ASX",13054,-0.02,,-0.03,"-228250.00",40710.88,,,0,,,"0.00"
"ASL",1.5,0,0,"3/18/2015",-0.09,-0.056900000000000006,"2017-02-03",1.4,1.5,1.41,1.75,0.18,440310000,,"ASX",237997,0.18,0.1,1.94,125300000,0.62,0.77,7.75,-0.84,14.1,11.75,"0.00"
"ASN",0.043,,,,0.001,0.02326,"2017-02-03",0.042,0.044,0.044,0.051,0.009,5380000,,"ASX",157886,-0.012,,0.011,-1210000,5253869,3.909,,0,,,"0.000"
"ASP",0.009,,,"10/20/2008",-0.001,-0.11111,"2017-02-03",0.008,0.008,0.008,0.02,0.005,7670000,,"ASX",1982191,-0.009,0,0.002,-3160000,0.383,4.5,,0,,,"0.000"
"AST",1.595,6.28,0.08,"5/19/2016",0.01,0.00627,"2017-02-03",1.59,1.615,1.605,1.795,1.4,5720000000,,"ASX",4198857,0.083,0.08,0.993,1050000000,3.04,1.606,19.337,-9.26,20.062,20.062,"0.000"
"ASX",50.06,5.78,2.17,"3/2/2016",0.07,0.0014000000000000002,"2017-02-03",50.01,50.58,50.13,52.41,38.4,9700000000,,"ASX",285537,2.2,2.26,19.77,706600000,10.66,2.53,22.75,5.55,22.18,21.24,"0.00"
"ASY",0.015,,,,0,0,"2017-02-03",0.015,0.015,0.015,0.026,0.012,,,"ASX",929542,-0.006,,0,"0.00",,,,0,,,"0.000"
"ATC",0.14,,,,0.01,0.0345,"2017-02-03",0.14,0.15,0.15,0.2,0.08,35320000,,"ASX",258904,-0.01,,0.04,-3240000,,4.14,,0,,,"0.00"
"ATL",1.34,,,,0.03,0.022400000000000003,"2017-02-03",1.35,1.38,1.37,1.42,1.22,198600000,,"ASX",92180,0.04,0.09,0.32,38910000,1.25,4.2,31.86,0,15.22,13.7,"0.00"
"ATU",0.45,,,,0.03,0.0667,"2017-02-03",0.43,0.48,0.48,1.07,0.34,95000000,,"ASX",36656,-0.06,-0.95,0.02,-6490000,418.06,28.12,,0,,,"0.00"
"AUB",10.2,,,"4/8/2016",-0.01,-0.001,"2017-02-03",10.17,10.21,10.19,12,8.03,650590000,,"ASX",132608,0.67,0.63,4.61,61670000,2.78,2.21,15.32,61.79,16.17,15.21,"0.00"
"AUF",1.24,,,,-0.02,-0.0161,"2017-02-03",1.22,1.24,1.22,1.35,1.17,,,"ASX",97563,,,0,"0.00",,,,0,,,"0.00"
"AUI",7.9,,,,0,0,"2017-02-03",7.86,7.9,7.9,7.9,6.73,974650000,,"ASX",9086,0.35,,6.76,"0.00",20.15,1.17,22.44,0,,,"0.00"
"AUQ",0.019,,,,0,0,"2017-02-03",0.018,0.021,0.019,0.033,0.014,11260000,,"ASX",536987,-0.074,,0.021,"-199421.00",56.37,0.905,,0,,,"0.000"
"AUZ",0.008,,,,0,0,"2017-02-03",0.008,0.009,0.008,0.035,0.005,8860000,,"ASX",1553398,-0.001,,0.004,"-636259.00",,2,,0,,,"0.000"
"AVB",0.089,,,,0.004,0.04494,"2017-02-03",0.089,0.093,0.093,0.093,0.048,228490000,,"ASX",5292156,-0.001,0,0.035,2430000,16.288,2.543,,0,,9.3,"0.000"
"AVG",0.51,,,"10/29/2014",0,0,"2017-02-03",0.51,0.52,0.51,0.66,0.37,118450000,,"ASX",141676,-0.01,0.02,1.26,17690000,0.49,0.41,,0,25.5,12.75,"0.00"
"AVH",0.12,,,,0,0.0435,"2017-02-03",0.12,0.12,0.12,0.15,0.09,63930000,,"ASX",240000,-0.02,-0.03,0.01,-11270000,61.14,8.85,,0,,12,"0.00"
"AVI",0.019,,,,0,0,"2017-02-03",0.019,0.019,0.019,0.057,0.001,7280000,,"ASX",200000,-0.01,0,0.105,-1550000,460.05,0.181,,0,,,"0.000"
"AVJ",0.605,0,0,"9/8/2016",-0.01,-0.01653,"2017-02-03",0.595,0.605,0.595,0.725,0.5,227340000,,"ASX",360494,0.107,0.11,0.952,56500000,0.548,0.636,5.561,-3.68,5.409,5.95,"0.000"
"AVL",0.018,,,,-0.001,-0.05556,"2017-02-03",0.017,0.018,0.017,0.028,0.007,18310000,,"ASX",3869093,-0.001,,0.018,-1270000,66.863,1,,0,,,"0.000"
"AVN",2.31,,,"9/29/2016",0.01,0.0043,"2017-02-03",2.29,2.34,2.32,2.55,1.98,,,"ASX",90952,0.19,0.18,0,"0.00",,,,0.74,12.89,12.89,"0.00"
"AVQ",0.21,,,,-0.035,-0.16667,"2017-02-03",0.17,0.23,0.175,0.39,0.12,59040000,,"ASX",2373171,-0.066,-0.01,0.021,-9640000,3936.459,10,,0,,8.75,"0.000"
"AVZ",0.03,,,,0,-0.0625,"2017-02-03",0.03,0.04,0.03,0.04,0.01,16830000,,"ASX",107981032,0,,0,"-416406.00",473.33,8,,0,,,"0.00"
"AWC",1.95,5.12,0.07,"8/30/2016",-0.055,-0.028210000000000002,"2017-02-03",1.88,1.95,1.895,2.04,0.98,5460000000,,"ASX",8140507,-0.009,0.04,0.723,"0.00",18718.797,2.697,,1.55,47.375,18.95,"0.000"
"AWE",0.58,,,"12/3/2008",0.01,0.0172,"2017-02-03",0.57,0.59,0.59,0.95,0.36,310770000,,"ASX",643439,-0.69,-0.02,0.83,4980000,2.11,0.7,,-0.04,,59,"0.00"
"AWV",0.12,,,,0.005,0.04167,"2017-02-03",0.12,0.125,0.125,0.192,0.04,45270000,,"ASX",32618,-0.007,,0.034,-2200000,2676.022,3.529,,0,,,"0.000"
"AWY",0.04,,,,0,0.08109999999999999,"2017-02-03",0.04,0.04,0.04,0.06,0.03,6130000,,"ASX",11292,0,,0.01,"-66717.00",902.33,2.85,,0,,,"0.00"
"AXL",1.37,,,,0.03,0.0219,"2017-02-03",1.36,1.4,1.4,1.4,1.07,38640000,,"ASX",16101,0.06,,0.24,"0.00",7.16,5.68,23.73,0,,,"0.00"
"AXP",1,,,,0.01,0.01,"2017-02-03",1,1.02,1.01,1.49,0.78,239980000,,"ASX",328684,-0.06,-0.05,0.09,-14960000,514.23,10.53,,0,,,"0.00"
"AXT",0.04,,,,0.006,0.15,"2017-02-03",0.046,0.046,0.046,0.093,0.022,8420000,,"ASX",100000,0.079,,0.091,"0.00",1266.009,0.44,0.582,0,,,"0.000"
"AYF",6.01,,,"3/27/2015",0.06,0.01,"2017-02-03",6.07,6.07,6.07,6.2,5.6,,,"ASX",1000,,,0,"0.00",,,,0,,,"0.00"
"AYK",51.63,,,,0.02,0.0004,"2017-02-03",51.65,51.65,51.65,62.86,50.57,51440000000,,"ASX",500,,,0,"0.00",,,,0,,,"0.00"
"AYR",0.009,,,,0,0,"2017-02-03",0.009,0.01,0.009,0.018,0.005,6410000,,"ASX",16824975,-0.001,,0.005,"-351880.00",,1.8,,0,,,"0.000"
"AYS",1.93,,,"3/23/2016",-0.03,-0.0181,"2017-02-03",1.87,1.97,1.9,3.28,1.3,342510000,,"ASX",308932,0.07,0.15,0.18,32860000,1.38,10.81,28.79,0.42,12.67,11.18,"0.00"
"AYZ",75.82,,,"11/18/2016",0.03,0.0004,"2017-02-03",75.85,75.85,75.85,82.58,73,76690000000,,"ASX",300,,,0,"0.00",,,,0,,,"0.00"
"AZJ",5.02,6.4,0.24,"8/29/2016",0.01,0.002,"2017-02-03",4.99,5.07,5.03,5.3,3.35,10320000000,,"ASX",3184116,0.03,0.27,2.79,1400000000,2.98,1.8,147.94,4.96,18.63,17.96,"0.00"
"AZM",0.033,,,,-0.001,-0.030299999999999997,"2017-02-03",0.031,0.035,0.032,0.066,0.025,18640000,,"ASX",6462556,-0.01,-0.04,0.001,-3290000,604.701,33,,0,,,"0.000"
"AZS",0.018,,,,0,0,"2017-02-03",0.018,0.019,0.018,0.053,0.016,30100000,,"ASX",583030,-0.005,,0.011,-6220000,51.066,1.636,,0,,,"0.000"
"AZV",0.085,,,"3/14/2008",-0.004,-0.047060000000000005,"2017-02-03",0.081,0.081,0.081,0.104,0.04,15370000,,"ASX",75000,-0.019,0.01,0.064,-3830000,0.511,1.328,,0,,,"0.000"
"AZY",0.018,,,,0,0,"2017-02-03",0.018,0.018,0.018,0.068,0.012,16250000,,"ASX",263488,-0.003,,0.017,-1590000,74.597,1.059,,0,,,"0.000"
"BAF",1.13,,,"10/20/2015",0,0,"2017-02-03",1.13,1.15,1.13,1.26,0.95,193270000000,,"ASX",124771,,,0,"0.00",,,,0,,,"0.00"
"BAL",4.26,,,"8/26/2016",0.02,0.004699999999999999,"2017-02-03",4.22,4.32,4.28,15.38,3.73,413690000,,"ASX",617623,0.39,0.17,0.86,54040000,1.68,4.95,11.09,0.51,25.18,25.18,"0.00"
"BAP",5.55,,,"8/30/2016",0.08,0.0144,"2017-02-03",5.55,5.69,5.63,6.56,3.98,1380000000,,"ASX",1272188,0.18,0.23,1.49,76840000,1.99,3.72,31.63,1.11,24.48,19.41,"0.00"
"BAR",0.08,,,,0,-0.024399999999999998,"2017-02-03",0.08,0.08,0.08,0.09,0.01,29860000,,"ASX",1120591,0,,0.03,"-15838.00",37.79,3.28,,0,,,"0.00"
"BAS",0.001,,,,0,0,"2017-02-03",0.001,0.002,0.001,0.002,0.001,1290000,,"ASX",43701949,-0.005,,0.001,"-574889.00",36.801,1,,0,,,"0.000"
"BAT",0.096,,,,0.003,0.03125,"2017-02-03",0.097,0.1,0.099,0.14,0.04,29250000,,"ASX",427831,-0.054,,0.027,-1680000,290.369,3.556,,0,,,"0.000"
"BAU",0.068,,,,-0.001,-0.01471,"2017-02-03",0.067,0.067,0.067,0.115,0.058,14370000,,"ASX",85840,0.019,,0.092,-2000000,104.451,0.739,3.526,0,,,"0.000"
"BBG",1.38,0,0,"3/13/2012",0.03,0.0253,"2017-02-03",1.36,1.42,1.42,1.87,1,280690000,,"ASX",100311,-0.12,-0.04,1.31,59780000,0.25,1.06,,-0.1,,47.33,"0.00"
"BBN",2.42,,,"8/25/2016",0.01,0.0040999999999999995,"2017-02-03",2.4,2.45,2.43,3.21,2.12,305180000,,"ASX",101799,0.07,0.11,0.74,17880000,1.28,3.28,34.71,0,22.09,18.69,"0.00"
"BBX",0.054,,,"4/10/2007",-0.001,-0.018520000000000002,"2017-02-03",0.053,0.054,0.053,0.065,0.012,13050000,,"ASX",380000,-0.005,,0.006,-1030000,,9,,0,,,"0.000"
"BCI",0.26,0,0,"9/1/2014",-0.01,-0.0385,"2017-02-03",0.25,0.26,0.25,0.29,0.06,49050000,,"ASX",2381267,-0.41,0.02,0.39,-7820000,0.34,0.66,,0,,,"0.00"
"BCL",0.69,,,,-0.05,-0.0647,"2017-02-03",0.65,0.65,0.65,0.74,0.5,100140000,,"ASX",209,-0.46,,1.88,-93420000,1.75,0.37,,0,,,"0.00"
"BCN",0.018,,,,-0.002,-0.11111,"2017-02-03",0.016,0.019,0.016,0.019,0.003,23930000,,"ASX",15916806,-0.001,,0.003,-1150000,9.134,6,,0,,,"0.000"
"BCT",0.04,,,,0,0,"2017-02-03",0.04,0.04,0.04,0.04,0.02,8060000.000000001,,"ASX",79000,-0.01,-0.02,0,-2290000,51.73,8,,0,,,"0.00"
"BD1",0.03,,,,0,0.07139999999999999,"2017-02-03",0.03,0.03,0.03,0.05,0.02,16559999.999999998,,"ASX",600261,-0.02,,0,"-246871.00",,5.6,,0,,,"0.00"
"BDA",0.2,,,,0,0,"2017-02-03",0.2,0.21,0.2,0.3,0.17,2000000,,"ASX",192600,-0.04,,-0.04,"-424694.00",14.49,,,0,,,"0.00"
"BDI",0.001,,,,0,0,"2017-02-03",0.001,0.001,0.001,0.002,0.001,2540000,,"ASX",64883178,0,,0,"0.00",,,,0,,,"0.000"
"BDR",0.34,0,0,"3/27/2015",0,0.014499999999999999,"2017-02-03",0.34,0.36,0.35,0.55,0.15,369270000,,"ASX",9638150,-0.01,0.04,0.2,28720000,1.75,1.74,,0.62,8.75,5.83,"0.00"
"BEE",0.36,,,,0.015,0.04167,"2017-02-03",0.365,0.375,0.375,0.61,0.215,208430000,,"ASX",200379,-0.005,,0,-1510000,387.53,,,0,,,"0.000"
"BEL",0.14,,,,0.005,0.03571,"2017-02-03",0.14,0.145,0.145,0.145,0.125,10940000,,"ASX",84000,0.007,,0.216,"758808.00",3.24,0.648,20.714,0,,,"0.000"
"BEN",12.49,7.82,0.74,"9/6/2016",0,0,"2017-02-03",12.45,12.62,12.49,13.39,8,5790000000,,"ASX",927354,0.81,0.89,11.03,"0.00",4.06,1.13,15.36,4.54,14.03,14.03,"0.00"
"BFC",0.31,,,"9/7/2016",-0.01,-0.0323,"2017-02-03",0.3,0.31,0.3,0.6,0.3,128190000,,"ASX",208936,0,0.03,0.32,-3850000,7.67,0.97,,0,,,"0.00"
"BFG",0.76,,,"8/23/2016",0,0,"2017-02-03",0.76,0.77,0.76,0.85,0.44,197840000,,"ASX",45206,0.06,,0.71,"0.00",1.13,1.08,12.67,0,,,"0.00"
"BGA",5.1,,,"8/30/2016",0.03,0.0059,"2017-02-03",5.08,5.15,5.13,7.28,3.82,782850000,,"ASX",320889,0.19,0.18,2.15,63820000,0.65,2.37,27.14,2.63,28.5,21.38,"0.00"
"BGH",0.03,,,,-0.002,-0.06667,"2017-02-03",0.028,0.028,0.028,0.06,0.005,3260000,,"ASX",753000,-0.008,,0.03,"-731426.00",964.548,1,,0,,2.8,"0.000"
"BGS",0.31,,,,0,0.016399999999999998,"2017-02-03",0.31,0.32,0.31,0.53,0.04,55210000,,"ASX",579848,-0.01,,0.07,"-942589.00",,4.3,,0,,,"0.00"
"BHL",0.2,,,,0,0,"2017-02-03",0.2,0.2,0.2,0.23,0.15,50000000,,"ASX",25000,,,0.18,6470000,2.51,1.13,,0,,,"0.00"
"BHP",27.04,1.47,0.3,"9/1/2016",-0.84,-0.0311,"2017-02-03",26.15,26.86,26.2,27.95,14.17,139450000000,,"ASX",7384103,-1.2,1.31,10.2,11480000000,4.59,2.65,,0.21,20,23.19,"0.00"
"BID",0.056,,,,0.001,0.01786,"2017-02-03",0.057,0.057,0.057,0.18,0.053,18310000,,"ASX",136323,,,-0.002,-2930000,14.409,,,0,,,"0.000"
"BIG",0.37,,,,0.04,0.1081,"2017-02-03",0.36,0.41,0.41,0.44,0.09,47280000,,"ASX",394906,-0.07,-0.02,0.02,-7710000,16.15,21.76,,0,,,"0.00"
"BIT",0.035,,,,-0.001,-0.02857,"2017-02-03",0.034,0.035,0.034,0.105,0.034,10670000,,"ASX",28498,-0.01,,0.01,-3070000,7.093,3.5,,0,,,"0.000"
"BKI",1.7,,,,0.005,0.00294,"2017-02-03",1.69,1.71,1.705,1.71,1.54,1030000000,,"ASX",148542,0.076,,1.514,41470000,24.02,1.123,22.434,0,,,"0.000"
"BKL",112.7,,,"9/6/2016",2.56,0.0227,"2017-02-03",113.05,116.77,115.26,204.87,97.91,1990000000,,"ASX",34355,5.19,4.39,10.35,138790000,3.32,10.89,22.2,21.39,26.26,21.95,"0.00"
"BKN",3.21,0,0,"8/18/2014",0,0,"2017-02-03",3.21,3.23,3.21,3.31,0.41,549000000,,"ASX",901561,-1.15,0.2,1.97,72190000,0.67,1.63,,1.13,16.05,13.96,"0.00"
"BKP",0.001,,,,0,0,"2017-02-03",0.001,0.001,0.001,0.002,0.001,2230000,,"ASX",21111,0,,0.006,"446787.00",2.027,0.167,,0,,,"0.000"
"BKT",0.15,,,,0.005,0.03333,"2017-02-03",0.14,0.155,0.155,0.215,0.025,45010000,,"ASX",588166,-0.005,,0.035,-1610000,,4.286,,0,,,"0.000"
"BKW",12.68,0,0,"4/11/2016",-0.02,-0.0016,"2017-02-03",12.64,12.71,12.66,16.06,12.29,1880000000,,"ASX",122958,0.53,1.08,12.36,87020000,2.51,1.03,24.07,-3.02,11.72,13.61,"0.00"
"BKY",1.09,,,,-0.035,-0.03211,"2017-02-03",1.055,1.08,1.055,1.19,0.42,209230000,,"ASX",260809,-0.075,-0.06,0.133,-13500000,868.621,8.195,,0,,,"0.000"
"BLA",6.9,,,"9/1/2016",-0.09,-0.013000000000000001,"2017-02-03",6.7,7.05,6.81,8.99,4.95,458670000,,"ASX",35195,0.2,0.37,1.93,18880000,6.55,3.58,34.74,0.76,18.41,14.19,"0.00"
"BLD",5.69,,,"8/30/2016",-0.03,-0.0053,"2017-02-03",5.63,5.74,5.66,7.28,4.93,4210000000,,"ASX",4143248,0.34,0.33,4.72,508300000,0.98,1.21,16.75,1.16,17.15,15.3,"0.00"
"BLG",0.23,,,,0.02,0.087,"2017-02-03",0.23,0.25,0.25,0.41,0.05,88560000,,"ASX",343950,-0.01,-0.01,0.04,-2750000,221.3,5.75,,0,,25,"0.00"
"BLK",0.77,,,,-0.01,-0.0194,"2017-02-03",0.76,0.8,0.76,1.17,0.29,214420000,,"ASX",1013206,-0.04,0.05,0.14,-5230000,,5.74,,0,15.2,4.75,"0.00"
"BLT",0.11,,,,0.09,0.8181999999999999,"2017-02-03",0.18,0.21,0.2,0.28,0.09,29310000,,"ASX",11899023,-0.1,0.45,0.14,-11490000,1.68,0.81,,0,,,"0.00"
"BLX",1.73,,,"9/1/2016",-0.035,-0.02023,"2017-02-03",1.695,1.75,1.695,2.15,1.18,364690000,,"ASX",40962,0.085,0.09,0.267,29710000,1.893,6.479,19.941,2.04,18.833,16.95,"0.000"
"BLY",0.125,0,0,"3/8/2013",0,0,"2017-02-03",0.125,0.13,0.125,0.19,0.047,116650000,,"ASX",555273,-0.266,-0.11,-0.276,-106050000,0.177,,,0.02,,,"0.000"
"BLZ",0.036,,,,0,0,"2017-02-03",0.036,0.036,0.036,0.085,0.029,4540000,,"ASX",60000,-0.029,,0.017,-1700000,5040,2.118,,0,,,"0.000"
"BMG",0.009,,,,0,0,"2017-02-03",0.009,0.009,0.009,0.018,0.007,"575298.00",,"ASX",3585832,-0.042,,-0.017,"-546507.00",4494.516,,,0,,,"0.000"
"BML",0.002,,,,0,0,"2017-02-03",0.002,0.002,0.002,0.007,0.001,2320000,,"ASX",1000000,-0.001,,0.006,"-750288.00",61.68,0.333,,0,,,"0.000"
"BMN",0.082,,,,-0.007,-0.08537,"2017-02-03",0.07,0.08,0.075,0.08,0.02,53250000,,"ASX",2932980,0,-0.02,0.071,-3150000,,1.155,,0,,,"0.000"
"BMP",0.32,,,,-0.03,-0.10769999999999999,"2017-02-03",0.29,0.31,0.29,0.51,0.16,15990000,,"ASX",22569,-0.13,,0.04,-2210000,16.52,7.93,,0,,,"0.00"
"BMT",0.2,,,,0.01,0.05,"2017-02-03",0.2,0.21,0.21,0.32,0.15,3180000,,"ASX",130000,,,0.02,"0.00",,10,,0,,,"0.00"
"BNO",0.365,,,,0,0,"2017-02-03",0.35,0.4,0.365,0.5,0.23,175560000,,"ASX",1629491,-0.036,0.12,0.088,-14160000,9.129,4.148,,0,3.042,1.825,"0.000"
"BNR",0.033,,,,-0.002,-0.06061,"2017-02-03",0.031,0.032,0.031,0.097,0.023,5560000,,"ASX",487850,-0.007,,0.008,"-123323.00",,4.125,,0,,,"0.000"
"BOA",0.18,,,,-0.01,-0.0556,"2017-02-03",0.17,0.17,0.17,0.2,0.09,7790000,,"ASX",6000,-0.01,,0.07,"-300237.00",160.81,2.54,,0,,,"0.00"
"BOC",0.185,,,"2/22/2002",0,0,"2017-02-03",0.185,0.185,0.185,0.31,0.14,74200000,,"ASX",16000,,,0,"0.00",,,,0,,,"0.000"
"BOE",0.066,,,,0.002,0.030299999999999997,"2017-02-03",0.067,0.07,0.068,0.078,0.036,60250000,,"ASX",5233381,-0.004,,0.011,-2320000,349.205,6,,0,,,"0.000"
"BOL",0.115,,,"2/27/2009",0,0,"2017-02-03",0.115,0.117,0.115,0.135,0.063,54610000,,"ASX",105198,-0.064,-0.01,0.354,9850000,0.358,0.325,,0,,,"0.000"
"BOQ",11.75,9.77,0.8,"10/27/2016",-0.13,-0.0111,"2017-02-03",11.62,11.87,11.62,13.5,9.7,4420000000,,"ASX",2036462,0.86,0.94,9.43,"0.00",4.26,1.25,13.57,6.98,12.36,12.1,"0.00"
"BOT",0.046,,,,0,0,"2017-02-03",0.046,0.046,0.046,0.058,0.02,18810000,,"ASX",640000,-0.012,,0.008,"0.00",,5.75,,0,,,"0.000"
"BPF",0.24,,,,0,0,"2017-02-03",0.23,0.24,0.24,0.56,0.21,37790000,,"ASX",392224,0.01,,0.13,3420000,0.8,1.83,20,0,,,"0.00"
"BPH",0.005,,,,0,0,"2017-02-03",0.005,0.005,0.005,0.013,0.004,1790000,,"ASX",123756,-0.002,,0.087,"-352587.00",9.851,0.057,,0,,,"0.000"
"BPL",0.05,,,,-0.01,-0.11109999999999999,"2017-02-03",0.04,0.05,0.04,0.14,0,5840000,,"ASX",856959,-0.01,,0.03,"-667496.00",21.71,1.45,,0,,,"0.00"
"BPS",0.94,,,"4/1/2016",-0.02,-0.0213,"2017-02-03",0.92,0.95,0.92,1.07,0.75,53870000,,"ASX",341500,0.12,0.14,0.63,8950000,1.1,1.5,7.86,0,6.57,5.75,"0.00"
"BPT",0.77,1.81,0.01,"9/8/2016",-0.02,-0.0323,"2017-02-03",0.75,0.77,0.75,0.94,0.37,1400000000,,"ASX",6352549,-0.4,0.07,0.58,177500000,2.58,1.34,,0.14,10.71,8.33,"0.00"
"BRB",0.56,,,,0,0.009000000000000001,"2017-02-03",0.55,0.56,0.56,0.76,0.08,55770000,,"ASX",212701,-0.03,,0.02,-2190000,1012.9,30.83,,0,,,"0.00"
"BRC",0.1,,,,-0.01,-0.1,"2017-02-03",0.09,0.09,0.09,0.19,0.01,13450000,,"ASX",4021,-0.03,-0.01,0.16,-2690000,5.07,0.63,,0,,9,"0.00"
"BRG",8.33,,,"9/15/2016",-0.03,-0.0036,"2017-02-03",8.27,8.39,8.3,9.72,5.48,1080000000,,"ASX",74380,0.39,0.41,1.89,75750000,1.88,4.41,21.5,3.5,20.24,18.04,"0.00"
"BRK",0.013,,,,0,0,"2017-02-03",0.013,0.013,0.013,0.015,0.007,6500000,,"ASX",531663,-0.004,,0.001,"0.00",232.533,13,,0,,,"0.000"
"BRL",0.062,,,,0.001,0.01613,"2017-02-03",0.061,0.064,0.063,0.12,0.012,60760000,,"ASX",309044,0.001,-0.01,0.015,7780000,1.617,4.133,63,0,,,"0.000"
"BRN",0.255,,,,-0.01,-0.039220000000000005,"2017-02-03",0.24,0.255,0.245,0.365,0.105,179720000,,"ASX",3785212,-0.055,,0.004,-5210000,17966.93,63.75,,0,,,"0.000"
"BRU",0.185,,,,0,0,"2017-02-03",0.185,0.185,0.185,0.305,0.18,62900000,,"ASX",50976,-0.102,-0.05,0.247,-8480000,23.091,0.749,,0,,,"0.000"
"BSA",0.35,,,"3/18/2013",-0.01,-0.0286,"2017-02-03",0.34,0.35,0.34,0.4,0.16,143790000,,"ASX",1544920,0,0.03,0.1,18780000,0.29,3.57,,0,11.33,11.33,"0.00"
"BSE",0.255,,,,0,0,"2017-02-03",0.255,0.265,0.255,0.265,0.024,186720000,,"ASX",602848,-0.034,0.05,0.296,59690000,1.105,0.861,,0.02,5.1,3.188,"0.000"
"BSL",10.99,0.97,0.07,"9/9/2016",-0.26,-0.023700000000000002,"2017-02-03",10.66,11.04,10.73,11.4,4.16,6130000000,,"ASX",2981744,0.6,1.04,7.87,843300000,0.68,1.4,17.85,0.41,10.32,11.18,"0.00"
"BSM",0.013,,,,0,0,"2017-02-03",0.013,0.013,0.013,0.025,0.004,5980000,,"ASX",1750000,0.002,,0.011,-1460000,,1.182,6.5,0,,,"0.000"
"BSR",0.026,,,,0.002,0.07692,"2017-02-03",0.024,0.028,0.028,0.048,0.01,45900000,,"ASX",1801898,-0.001,,0.029,-1150000,2841.66,0.897,,0,,,"0.000"
"BSX",0.2,,,,0,0,"2017-02-03",0.2,0.2,0.2,0.2,0.2,7160000000,,"ASX",10000,,,0.02,"0.00",,10,,0,,,"0.00"
"BTI",1.025,,,,0,0,"2017-02-03",1.025,1.025,1.025,1.3,0.935,103370000,,"ASX",23211,0.124,,1.089,"0.00",5.599,0.941,8.266,0,,,"0.000"
"BTT",9.31,,,"5/26/2016",-0.02,-0.0021,"2017-02-03",9.26,9.41,9.29,11.63,7.19,2450000000,,"ASX",543352,0.54,0.52,2.82,193700000,4.94,3.31,17.27,1.85,17.87,15.23,"0.00"
"BUB",0.19,,,,0,-0.027000000000000003,"2017-02-03",0.17,0.19,0.18,0.45,0.17,,,"ASX",1644697,,,0,-1020000,,,,0,,,"0.00"
"BUD",0.055,,,,-0.001,-0.01818,"2017-02-03",0.054,0.054,0.054,0.2,0.052,43440000,,"ASX",900,-0.056,,0.016,-25690000,1017.739,3.437,,0,,,"0.000"
"BUL",0.042,,,"3/21/2001",0.001,0.023809999999999998,"2017-02-03",0.042,0.043,0.043,0.047,0.019,49100000,,"ASX",173738,-0.002,-0.01,0.06,-1710000,315.525,0.7,,0,,,"0.000"
"BUX",0.21,,,,-0.01,-0.047599999999999996,"2017-02-03",0.19,0.22,0.2,0.22,0.05,17690000,,"ASX",365863,-0.03,,0.02,-2870000,112.79,8.75,,0,,,"0.00"
"BUY",0.008,,,,0,0,"2017-02-03",0.008,0.009,0.008,0.011,0.007,7630000,,"ASX",134672,-0.005,,0.019,-1180000,7.07,0.421,,0,,,"0.000"
"BVS",1.41,,,,-0.01,-0.0070999999999999995,"2017-02-03",1.4,1.41,1.4,1.46,1.1,44900000,,"ASX",635321,-0.2,0.1,-0.38,25000000,0.24,,,0,,,"0.00"
"BWP",2.92,,,"6/29/2016",0.01,0.0034000000000000002,"2017-02-03",2.91,2.94,2.93,3.91,2.75,,,"ASX",678812,0.48,0.17,0,"0.00",,,,4.37,17.24,16.28,"0.00"
"BWX",4.36,,,"9/5/2016",0.02,0.0046,"2017-02-03",4.36,4.44,4.38,5.7,3.61,401170000,,"ASX",68535,0.13,0.19,0.99,20140000,7.4,4.4,33.69,0,23.05,19.04,"0.00"
